test,grade,raw,ss,CI90,CI95,percentile,grade_equiv,desc_range
ernle,2-Spring,57,82,73 - 91,71 - 93,12,1-Fall,Below Average
ernle,2-Spring,58,83,74 - 92,72 - 94,13,1-Fall,Below Average
ernle,2-Spring,59,84,75 - 93,73 - 95,14,1-Fall,Below Average
ernle,2-Spring,60,85,76 - 94,74 - 96,16,1-Fall,Below Average
ernle,2-Spring,61,85,76 - 94,74 - 96,16,1-Fall,Below Average
ernle,2-Spring,62,86,77 - 95,75 - 97,18,1-Fall,Below Average
ernle,2-Spring,63,87,78 - 96,76 - 98,19,1-Fall,Below Average
ernle,2-Spring,64,87,78 - 96,76 - 98,19,1-Fall,Below Average
ernle,2-Spring,65,88,79 - 97,77 - 99,21,1-Spring,Below Average
ernle,2-Spring,66,89,80 - 98,78 - 100,23,1-Spring,Below Average
ernle,2-Spring,67,89,80 - 98,78 - 100,23,1-Spring,Below Average
ernle,2-Spring,68,90,81 - 99,79 - 101,25,1-Spring,Average
ernle,2-Spring,69,91,82 - 100,80 - 102,27,1-Spring,Average
ernle,2-Spring,70,92,83 - 101,81 - 103,30,1-Spring,Average
ernle,2-Spring,71,92,83 - 101,81 - 103,30,1-Spring,Average
ernle,2-Spring,72,93,84 - 102,82 - 104,32,2-Fall,Average
ernle,2-Spring,73,94,85 - 103,83 - 105,34,2-Fall,Average
ernle,2-Spring,74,95,86 - 104,84 - 106,37,2-Fall,Average
ernle,2-Spring,75,95,86 - 104,84 - 106,37,2-Fall,Average
ernle,2-Spring,76,96,87 - 105,85 - 107,39,2-Fall,Average
ernle,2-Spring,77,97,88 - 106,86 - 108,42,2-Fall,Average
ernle,2-Spring,78,98,89 - 107,87 - 109,45,2-Fall,Average
ernle,2-Spring,79,98,89 - 107,87 - 109,45,2-Spring,Average
ernle,2-Spring,80,99,90 - 108,88 - 110,47,2-Spring,Average
ernle,2-Spring,81,100,91 - 109,89 - 111,50,2-Spring,Average
ernle,2-Spring,82,101,92 - 110,90 - 112,53,2-Spring,Average
ernle,2-Spring,83,101,92 - 110,90 - 112,53,2-Spring,Average
ernle,2-Spring,84,102,93 - 111,91 - 113,55,2-Spring,Average
ernle,2-Spring,85,103,94 - 112,92 - 114,58,2-Spring,Average
ernle,2-Spring,86,104,95 - 113,93 - 115,61,2-Spring,Average
ernle,2-Spring,87,105,96 - 114,94 - 116,63,2-Spring,Average
ernle,2-Spring,88,105,96 - 114,94 - 116,63,2-Spring,Average
ernle,2-Spring,89,106,97 - 115,95 - 117,66,> stop grade,Average
ernle,2-Spring,90,107,98 - 116,96 - 118,68,> stop grade,Average
ernle,2-Spring,91,108,99 - 117,97 - 119,70,> stop grade,Average
ernle,2-Spring,92,109,100 - 118,98 - 120,73,> stop grade,Average
ernle,2-Spring,93,110,101 - 119,99 - 121,75,> stop grade,Above Average
ernle,2-Spring,94,111,102 - 120,100 - 122,77,> stop grade,Above Average
ernle,2-Spring,95,111,102 - 120,100 - 122,77,> stop grade,Above Average
ernle,2-Spring,96,112,103 - 121,101 - 123,79,> stop grade,Above Average
ernle,2-Spring,97,113,104 - 122,102 - 124,81,> stop grade,Above Average
ernle,2-Spring,98,114,105 - 123,103 - 125,82,> stop grade,Above Average
ernle,2-Spring,99,115,106 - 124,104 - 126,84,> stop grade,Above Average
ernle,2-Spring,100,116,107 - 125,105 - 127,86,> stop grade,Above Average
ernle,2-Spring,101,117,108 - 126,106 - 128,87,> stop grade,Above Average
ernle,2-Spring,102,118,109 - 127,107 - 129,88,> stop grade,Above Average
ernle,2-Spring,103,119,110 - 128,108 - 130,90,> stop grade,Above Average
ernle,2-Spring,104,120,111 - 129,109 - 130,91,> stop grade,Well Above Average
ernle,2-Spring,105,121,112 - 130,110 - 130,92,> stop grade,Well Above Average
ernle,2-Spring,106,122,113 - 130,111 - 130,93,> stop grade,Well Above Average
ernle,2-Spring,107,123,114 - 130,112 - 130,94,> stop grade,Well Above Average
ernle,2-Spring,108,124,115 - 130,113 - 130,95,> stop grade,Well Above Average
ernle,2-Spring,109,125,116 - 130,114 - 130,95,> stop grade,Well Above Average
ernle,2-Spring,110,126,117 - 130,115 - 130,96,> stop grade,Well Above Average
ernle,2-Spring,111,128,119 - 130,117 - 130,97,> stop grade,Well Above Average
ernle,2-Spring,112,129,120 - 130,118 - 130,97,> stop grade,Well Above Average
ernle,2-Spring,113,130,121 - 130,119 - 130,98,> stop grade,Well Above Average
ernle,2-Spring,114,130,121 - 130,119 - 130,98,> stop grade,Well Above Average
ernle,2-Spring,115,130,121 - 130,119 - 130,98,> stop grade,Well Above Average
ernle,2-Spring,116,130,121 - 130,119 - 130,98,> stop grade,Well Above Average
ernle,2-Spring,117,130,121 - 130,119 - 130,98,> stop grade,Well Above Average
ernle,2-Spring,118,130,121 - 130,119 - 130,98,> stop grade,Well Above Average
ernle,2-Spring,119,130,121 - 130,119 - 130,98,> stop grade,Well Above Average
ernle,2-Spring,120,130,121 - 130,119 - 130,98,> stop grade,Well Above Average
lswe,K-Fall,0,61,57 - 65,56 - 66,0.5,< start grade,Significantly Below Average
lswe,K-Fall,1,64,60 - 68,59 - 69,1,< start grade,Significantly Below Average
lswe,K-Fall,2,67,63 - 71,62 - 72,1,< start grade,Significantly Below Average
lswe,K-Fall,3,70,66 - 74,65 - 75,2,< start grade,Well Below Average
lswe,K-Fall,4,73,69 - 77,68 - 78,4,< start grade,Well Below Average
lswe,K-Fall,5,76,72 - 80,71 - 81,5,< start grade,Well Below Average
lswe,K-Fall,6,79,75 - 83,74 - 84,8,< start grade,Well Below Average
lswe,K-Fall,7,82,78 - 86,77 - 87,12,< start grade,Below Average
lswe,K-Fall,8,85,81 - 89,80 - 90,16,< start grade,Below Average
lswe,K-Fall,9,88,84 - 92,83 - 93,21,< start grade,Below Average
lswe,K-Fall,10,91,87 - 95,86 - 96,27,< start grade,Average
lswe,K-Fall,11,94,90 - 98,89 - 99,34,< start grade,Average
lswe,K-Fall,12,97,93 - 101,92 - 102,42,K-Fall,Average
lswe,K-Fall,13,100,96 - 104,95 - 105,50,K-Fall,Average
lswe,K-Fall,14,103,99 - 107,98 - 108,58,K-Fall,Average
lswe,K-Fall,15,105,101 - 109,100 - 110,63,K-Fall,Average
lswe,K-Fall,16,108,104 - 112,103 - 113,70,K-Spring,Average
lswe,K-Fall,17,110,106 - 114,105 - 115,75,K-Spring,Above Average
lswe,K-Fall,18,113,109 - 117,108 - 118,81,K-Spring,Above Average
lswe,K-Fall,19,115,111 - 119,110 - 120,84,K-Spring,Above Average
lswe,K-Fall,20,117,113 - 121,112 - 122,87,K-Spring,Above Average
lswe,K-Fall,21,119,115 - 123,114 - 124,90,1-Fall,Above Average
lswe,K-Fall,22,122,118 - 126,117 - 127,93,1-Fall,Well Above Average
lswe,K-Fall,23,124,120 - 128,119 - 129,95,1-Fall,Well Above Average
lswe,K-Fall,24,126,122 - 130,121 - 130,96,1-Fall,Well Above Average
lswe,K-Fall,25,128,124 - 130,123 - 130,97,1-Fall,Well Above Average
lswe,K-Fall,26,130,126 - 130,125 - 130,98,1-Fall,Well Above Average
lswe,K-Fall,27,130,126 - 130,125 - 130,98,1-Spring,Well Above Average
lswe,K-Fall,28,130,126 - 130,125 - 130,98,1-Spring,Well Above Average
lswe,K-Fall,29,130,126 - 130,125 - 130,98,1-Spring,Well Above Average
lswe,K-Fall,30,130,126 - 130,125 - 130,98,1-Spring,Well Above Average
lswe,K-Fall,31,130,126 - 130,125 - 130,98,1-Spring,Well Above Average
lswe,K-Fall,32,130,126 - 130,125 - 130,98,2-Fall,Well Above Average
lswe,K-Fall,33,130,126 - 130,125 - 130,98,2-Fall,Well Above Average
lswe,K-Fall,34,130,126 - 130,125 - 130,98,2-Spring,Well Above Average
lswe,K-Fall,35,130,126 - 130,125 - 130,98,2-Spring,Well Above Average
lswe,K-Fall,36,130,126 - 130,125 - 130,98,2-Spring,Well Above Average
lswe,K-Fall,37,130,126 - 130,125 - 130,98,> stop grade,Well Above Average
lswe,K-Fall,38,130,126 - 130,125 - 130,98,> stop grade,Well Above Average
lswe,K-Spring,0,59,55 - 63,54 - 64,0.3,< start grade,Significantly Below Average
lswe,K-Spring,1,61,57 - 65,56 - 66,0.5,< start grade,Significantly Below Average
lswe,K-Spring,2,63,59 - 67,58 - 68,1,< start grade,Significantly Below Average
lswe,K-Spring,3,65,61 - 69,60 - 70,1,< start grade,Significantly Below Average
lswe,K-Spring,4,67,63 - 71,62 - 72,1,< start grade,Significantly Below Average
lswe,K-Spring,5,70,66 - 74,65 - 75,2,< start grade,Well Below Average
lswe,K-Spring,6,72,68 - 76,67 - 77,3,< start grade,Well Below Average
lswe,K-Spring,7,74,70 - 78,69 - 79,4,< start grade,Well Below Average
lswe,K-Spring,8,77,73 - 81,72 - 82,6,< start grade,Well Below Average
lswe,K-Spring,9,80,76 - 84,75 - 85,9,< start grade,Below Average
lswe,K-Spring,10,83,79 - 87,78 - 88,13,< start grade,Below Average
lswe,K-Spring,11,85,81 - 89,80 - 90,16,< start grade,Below Average
lswe,K-Spring,12,87,83 - 91,82 - 92,19,K-Fall,Below Average
lswe,K-Spring,13,90,86 - 94,85 - 95,25,K-Fall,Average
lswe,K-Spring,14,92,88 - 96,87 - 97,30,K-Fall,Average
lswe,K-Spring,15,94,90 - 98,89 - 99,34,K-Fall,Average
lswe,K-Spring,16,97,93 - 101,92 - 102,42,K-Spring,Average
lswe,K-Spring,17,99,95 - 103,94 - 104,47,K-Spring,Average
lswe,K-Spring,18,101,97 - 105,96 - 106,53,K-Spring,Average
lswe,K-Spring,19,103,99 - 107,98 - 108,58,K-Spring,Average
lswe,K-Spring,20,105,101 - 109,100 - 110,63,K-Spring,Average
lswe,K-Spring,21,107,103 - 111,102 - 112,68,1-Fall,Average
lswe,K-Spring,22,109,105 - 113,104 - 114,73,1-Fall,Average
lswe,K-Spring,23,111,107 - 115,106 - 116,77,1-Fall,Above Average
lswe,K-Spring,24,113,109 - 117,108 - 118,81,1-Fall,Above Average
lswe,K-Spring,25,114,110 - 118,109 - 119,82,1-Fall,Above Average
lswe,K-Spring,26,116,112 - 120,111 - 121,86,1-Fall,Above Average
lswe,K-Spring,27,118,114 - 122,113 - 123,88,1-Spring,Above Average
lswe,K-Spring,28,120,116 - 124,115 - 125,91,1-Spring,Well Above Average
lswe,K-Spring,29,121,117 - 125,116 - 126,92,1-Spring,Well Above Average
lswe,K-Spring,30,123,119 - 127,118 - 128,94,1-Spring,Well Above Average
lswe,K-Spring,31,125,121 - 129,120 - 130,95,1-Spring,Well Above Average
lswe,K-Spring,32,127,123 - 130,122 - 130,96,2-Fall,Well Above Average
lswe,K-Spring,33,128,124 - 130,123 - 130,97,2-Fall,Well Above Average
lswe,K-Spring,34,130,126 - 130,125 - 130,98,2-Spring,Well Above Average
lswe,K-Spring,35,130,126 - 130,125 - 130,98,2-Spring,Well Above Average
lswe,K-Spring,36,130,126 - 130,125 - 130,98,2-Spring,Well Above Average
lswe,K-Spring,37,130,126 - 130,125 - 130,98,> stop grade,Well Above Average
lswe,K-Spring,38,130,126 - 130,125 - 130,98,> stop grade,Well Above Average
lswe,1-Fall,0,53,49 - 57,48 - 58,0.1,< start grade,Significantly Below Average
lswe,1-Fall,1,55,51 - 59,50 - 60,0.1,< start grade,Significantly Below Average
lswe,1-Fall,2,57,53 - 61,52 - 62,0.2,< start grade,Significantly Below Average
lswe,1-Fall,3,60,56 - 64,55 - 65,0.4,< start grade,Significantly Below Average
lswe,1-Fall,4,63,59 - 67,58 - 68,1,< start grade,Significantly Below Average
lswe,1-Fall,5,65,61 - 69,60 - 70,1,< start grade,Significantly Below Average
lswe,1-Fall,6,67,63 - 71,62 - 72,1,< start grade,Significantly Below Average
lswe,1-Fall,7,69,65 - 73,64 - 74,2,< start grade,Significantly Below Average
lswe,1-Fall,8,71,67 - 75,66 - 76,3,< start grade,Well Below Average
lswe,1-Fall,9,73,69 - 77,68 - 78,4,< start grade,Well Below Average
lswe,1-Fall,10,75,71 - 79,70 - 80,5,< start grade,Well Below Average
lswe,1-Fall,11,75,71 - 79,70 - 80,5,< start grade,Well Below Average
lswe,1-Fall,12,77,73 - 81,72 - 82,6,K-Fall,Well Below Average
lswe,1-Fall,13,79,75 - 83,74 - 84,8,K-Fall,Well Below Average
lswe,1-Fall,14,81,77 - 85,76 - 86,10,K-Fall,Below Average
lswe,1-Fall,15,83,79 - 87,78 - 88,13,K-Fall,Below Average
lswe,1-Fall,16,85,81 - 89,80 - 90,16,K-Spring,Below Average
lswe,1-Fall,17,87,83 - 91,82 - 92,19,K-Spring,Below Average
lswe,1-Fall,18,89,85 - 93,84 - 94,23,K-Spring,Below Average
lswe,1-Fall,19,91,87 - 95,86 - 96,27,K-Spring,Average
lswe,1-Fall,20,93,89 - 97,88 - 98,32,K-Spring,Average
lswe,1-Fall,21,95,91 - 99,90 - 100,37,1-Fall,Average
lswe,1-Fall,22,97,93 - 101,92 - 102,42,1-Fall,Average
lswe,1-Fall,23,98,94 - 102,93 - 103,45,1-Fall,Average
lswe,1-Fall,24,100,96 - 104,95 - 105,50,1-Fall,Average
lswe,1-Fall,25,102,98 - 106,97 - 107,55,1-Fall,Average
lswe,1-Fall,26,104,100 - 108,99 - 109,61,1-Fall,Average
lswe,1-Fall,27,106,102 - 110,101 - 111,66,1-Spring,Average
lswe,1-Fall,28,107,103 - 111,102 - 112,68,1-Spring,Average
lswe,1-Fall,29,109,105 - 113,104 - 114,73,1-Spring,Average
lswe,1-Fall,30,111,107 - 115,106 - 116,77,1-Spring,Above Average
lswe,1-Fall,31,113,109 - 117,108 - 118,81,1-Spring,Above Average
lswe,1-Fall,32,114,110 - 118,109 - 119,82,2-Fall,Above Average
lswe,1-Fall,33,116,112 - 120,111 - 121,86,2-Fall,Above Average
lswe,1-Fall,34,118,114 - 122,113 - 123,88,2-Spring,Above Average
lswe,1-Fall,35,119,115 - 123,114 - 124,90,2-Spring,Above Average
lswe,1-Fall,36,121,117 - 125,116 - 126,92,2-Spring,Well Above Average
lswe,1-Fall,37,123,119 - 127,118 - 128,94,> stop grade,Well Above Average
lswe,1-Fall,38,124,120 - 128,119 - 129,95,> stop grade,Well Above Average
lswe,1-Spring,0,51,47 - 55,46 - 56,0.1,< start grade,Significantly Below Average
lswe,1-Spring,1,54,50 - 58,49 - 59,0.1,< start grade,Significantly Below Average
lswe,1-Spring,2,56,52 - 60,51 - 61,0.2,< start grade,Significantly Below Average
lswe,1-Spring,3,58,54 - 62,53 - 63,0.3,< start grade,Significantly Below Average
lswe,1-Spring,4,60,56 - 64,55 - 65,0.4,< start grade,Significantly Below Average
lswe,1-Spring,5,61,57 - 65,56 - 66,0.5,< start grade,Significantly Below Average
lswe,1-Spring,6,63,59 - 67,58 - 68,1,< start grade,Significantly Below Average
lswe,1-Spring,7,64,60 - 68,59 - 69,1,< start grade,Significantly Below Average
lswe,1-Spring,8,65,61 - 69,60 - 70,1,< start grade,Significantly Below Average
lswe,1-Spring,9,66,62 - 70,61 - 71,1,< start grade,Significantly Below Average
lswe,1-Spring,10,67,63 - 71,62 - 72,1,< start grade,Significantly Below Average
lswe,1-Spring,11,68,64 - 72,63 - 73,2,< start grade,Significantly Below Average
lswe,1-Spring,12,70,66 - 74,65 - 75,2,K-Fall,Well Below Average
lswe,1-Spring,13,72,68 - 76,67 - 77,3,K-Fall,Well Below Average
lswe,1-Spring,14,73,69 - 77,68 - 78,4,K-Fall,Well Below Average
lswe,1-Spring,15,75,71 - 79,70 - 80,5,K-Fall,Well Below Average
lswe,1-Spring,16,77,73 - 81,72 - 82,6,K-Spring,Well Below Average
lswe,1-Spring,17,78,74 - 82,73 - 83,7,K-Spring,Well Below Average
lswe,1-Spring,18,79,75 - 83,74 - 84,8,K-Spring,Well Below Average
lswe,1-Spring,19,81,77 - 85,76 - 86,10,K-Spring,Below Average
lswe,1-Spring,20,83,79 - 87,78 - 88,13,K-Spring,Below Average
lswe,1-Spring,21,85,81 - 89,80 - 90,16,1-Fall,Below Average
lswe,1-Spring,22,86,82 - 90,81 - 91,18,1-Fall,Below Average
lswe,1-Spring,23,88,84 - 92,83 - 93,21,1-Fall,Below Average
lswe,1-Spring,24,90,86 - 94,85 - 95,25,1-Fall,Average
lswe,1-Spring,25,92,88 - 96,87 - 97,30,1-Fall,Average
lswe,1-Spring,26,94,90 - 98,89 - 99,34,1-Fall,Average
lswe,1-Spring,27,96,92 - 100,91 - 101,39,1-Spring,Average
lswe,1-Spring,28,98,94 - 102,93 - 103,45,1-Spring,Average
lswe,1-Spring,29,100,96 - 104,95 - 105,50,1-Spring,Average
lswe,1-Spring,30,102,98 - 106,97 - 107,55,1-Spring,Average
lswe,1-Spring,31,104,100 - 108,99 - 109,61,1-Spring,Average
lswe,1-Spring,32,106,102 - 110,101 - 111,66,2-Fall,Average
lswe,1-Spring,33,108,104 - 112,103 - 113,70,2-Fall,Average
lswe,1-Spring,34,110,106 - 114,105 - 115,75,2-Spring,Above Average
lswe,1-Spring,35,113,109 - 117,108 - 118,81,2-Spring,Above Average
lswe,1-Spring,36,115,111 - 119,110 - 120,84,2-Spring,Above Average
lswe,1-Spring,37,118,114 - 122,113 - 123,88,> stop grade,Above Average
lswe,1-Spring,38,120,116 - 124,115 - 125,91,> stop grade,Well Above Average
lswe,2-Fall,0,48,44 - 52,43 - 53,<.1,< start grade,Significantly Below Average
lswe,2-Fall,1,50,46 - 54,45 - 55,0.1,< start grade,Significantly Below Average
lswe,2-Fall,2,52,48 - 56,47 - 57,0.1,< start grade,Significantly Below Average
lswe,2-Fall,3,53,49 - 57,48 - 58,0.1,< start grade,Significantly Below Average
lswe,2-Fall,4,54,50 - 58,49 - 59,0.1,< start grade,Significantly Below Average
lswe,2-Fall,5,55,51 - 59,50 - 60,0.1,< start grade,Significantly Below Average
lswe,2-Fall,6,56,52 - 60,51 - 61,0.2,< start grade,Significantly Below Average
lswe,2-Fall,7,57,53 - 61,52 - 62,0.2,< start grade,Significantly Below Average
lswe,2-Fall,8,58,54 - 62,53 - 63,0.3,< start grade,Significantly Below Average
lswe,2-Fall,9,59,55 - 63,54 - 64,0.3,< start grade,Significantly Below Average
lswe,2-Fall,10,60,56 - 64,55 - 65,0.4,< start grade,Significantly Below Average
lswe,2-Fall,11,61,57 - 65,56 - 66,0.5,< start grade,Significantly Below Average
lswe,2-Fall,12,63,59 - 67,58 - 68,1,K-Fall,Significantly Below Average
lswe,2-Fall,13,64,60 - 68,59 - 69,1,K-Fall,Significantly Below Average
lswe,2-Fall,14,65,61 - 69,60 - 70,1,K-Fall,Significantly Below Average
lswe,2-Fall,15,67,63 - 71,62 - 72,1,K-Fall,Significantly Below Average
lswe,2-Fall,16,68,64 - 72,63 - 73,2,K-Spring,Significantly Below Average
lswe,2-Fall,17,70,66 - 74,65 - 75,2,K-Spring,Well Below Average
lswe,2-Fall,18,71,67 - 75,66 - 76,3,K-Spring,Well Below Average
lswe,2-Fall,19,72,68 - 76,67 - 77,3,K-Spring,Well Below Average
lswe,2-Fall,20,74,70 - 78,69 - 79,4,K-Spring,Well Below Average
lswe,2-Fall,21,75,71 - 79,70 - 80,5,1-Fall,Well Below Average
lswe,2-Fall,22,76,72 - 80,71 - 81,5,1-Fall,Well Below Average
lswe,2-Fall,23,78,74 - 82,73 - 83,7,1-Fall,Well Below Average
lswe,2-Fall,24,80,76 - 84,75 - 85,9,1-Fall,Below Average
lswe,2-Fall,25,82,78 - 86,77 - 87,12,1-Fall,Below Average
lswe,2-Fall,26,84,80 - 88,79 - 89,14,1-Fall,Below Average
lswe,2-Fall,27,86,82 - 90,81 - 91,18,1-Spring,Below Average
lswe,2-Fall,28,88,84 - 92,83 - 93,21,1-Spring,Below Average
lswe,2-Fall,29,90,86 - 94,85 - 95,25,1-Spring,Average
lswe,2-Fall,30,93,89 - 97,88 - 98,32,1-Spring,Average
lswe,2-Fall,31,95,91 - 99,90 - 100,37,1-Spring,Average
lswe,2-Fall,32,98,94 - 102,93 - 103,45,2-Fall,Average
lswe,2-Fall,33,101,97 - 105,96 - 106,53,2-Fall,Average
lswe,2-Fall,34,104,100 - 108,99 - 109,61,2-Spring,Average
lswe,2-Fall,35,108,104 - 112,103 - 113,70,2-Spring,Average
lswe,2-Fall,36,113,109 - 117,108 - 118,81,2-Spring,Above Average
lswe,2-Fall,37,117,113 - 121,112 - 122,87,> stop grade,Above Average
lswe,2-Fall,38,119,115 - 123,114 - 124,90,> stop grade,Above Average
lswe,2-Spring,0,43,40 - 47,40 - 48,<.1,< start grade,Significantly Below Average
lswe,2-Spring,1,44,40 - 48,40 - 49,<.1,< start grade,Significantly Below Average
lswe,2-Spring,2,45,41 - 49,40 - 50,<.1,< start grade,Significantly Below Average
lswe,2-Spring,3,46,42 - 50,41 - 51,<.1,< start grade,Significantly Below Average
lswe,2-Spring,4,47,43 - 51,42 - 52,<.1,< start grade,Significantly Below Average
lswe,2-Spring,5,48,44 - 52,43 - 53,<.1,< start grade,Significantly Below Average
lswe,2-Spring,6,49,45 - 53,44 - 54,<.1,< start grade,Significantly Below Average
lswe,2-Spring,7,50,46 - 54,45 - 55,0.1,< start grade,Significantly Below Average
lswe,2-Spring,8,51,47 - 55,46 - 56,0.1,< start grade,Significantly Below Average
lswe,2-Spring,9,52,48 - 56,47 - 57,0.1,< start grade,Significantly Below Average
lswe,2-Spring,10,53,49 - 57,48 - 58,0.1,< start grade,Significantly Below Average
lswe,2-Spring,11,54,50 - 58,49 - 59,0.1,< start grade,Significantly Below Average
lswe,2-Spring,12,55,51 - 59,50 - 60,0.1,K-Fall,Significantly Below Average
lswe,2-Spring,13,56,52 - 60,51 - 61,0.2,K-Fall,Significantly Below Average
lswe,2-Spring,14,57,53 - 61,52 - 62,0.2,K-Fall,Significantly Below Average
lswe,2-Spring,15,58,54 - 62,53 - 63,0.3,K-Fall,Significantly Below Average
lswe,2-Spring,16,59,55 - 63,54 - 64,0.3,K-Spring,Significantly Below Average
lswe,2-Spring,17,60,56 - 64,55 - 65,0.4,K-Spring,Significantly Below Average
lswe,2-Spring,18,61,57 - 65,56 - 66,0.5,K-Spring,Significantly Below Average
lswe,2-Spring,19,62,58 - 66,57 - 67,1,K-Spring,Significantly Below Average
lswe,2-Spring,20,63,59 - 67,58 - 68,1,K-Spring,Significantly Below Average
lswe,2-Spring,21,64,60 - 68,59 - 69,1,1-Fall,Significantly Below Average
lswe,2-Spring,22,65,61 - 69,60 - 70,1,1-Fall,Significantly Below Average
lswe,2-Spring,23,67,63 - 71,62 - 72,1,1-Fall,Significantly Below Average
lswe,2-Spring,24,69,65 - 73,64 - 74,2,1-Fall,Significantly Below Average
lswe,2-Spring,25,73,69 - 77,68 - 78,4,1-Fall,Well Below Average
lswe,2-Spring,26,75,71 - 79,70 - 80,5,1-Fall,Well Below Average
lswe,2-Spring,27,78,74 - 82,73 - 83,7,1-Spring,Well Below Average
lswe,2-Spring,28,81,77 - 85,76 - 86,10,1-Spring,Below Average
lswe,2-Spring,29,84,80 - 88,79 - 89,14,1-Spring,Below Average
lswe,2-Spring,30,87,83 - 91,82 - 92,19,1-Spring,Below Average
lswe,2-Spring,31,89,85 - 93,84 - 94,23,1-Spring,Below Average
lswe,2-Spring,32,92,88 - 96,87 - 97,30,2-Fall,Average
lswe,2-Spring,33,95,91 - 99,90 - 100,37,2-Fall,Average
lswe,2-Spring,34,98,94 - 102,93 - 103,45,2-Spring,Average
lswe,2-Spring,35,101,97 - 105,96 - 106,53,2-Spring,Average
lswe,2-Spring,36,104,100 - 108,99 - 109,61,2-Spring,Average
lswe,2-Spring,37,109,105 - 113,104 - 114,73,> stop grade,Average
lswe,2-Spring,38,112,108 - 116,107 - 117,79,> stop grade,Above Average
esege,K-Fall,0,79,74 - 84,73 - 85,8,< start grade,Well Below Average
esege,K-Fall,1,81,76 - 86,75 - 87,10,< start grade,Below Average
esege,K-Fall,2,82,77 - 87,76 - 88,12,< start grade,Below Average
esege,K-Fall,3,84,79 - 89,78 - 90,14,< start grade,Below Average
esege,K-Fall,4,86,81 - 91,80 - 92,18,< start grade,Below Average
esege,K-Fall,5,88,83 - 93,82 - 94,21,< start grade,Below Average
esege,K-Fall,6,90,85 - 95,84 - 96,25,< start grade,Average
esege,K-Fall,7,92,87 - 97,86 - 98,30,< start grade,Average
esege,K-Fall,8,94,89 - 99,88 - 100,34,< start grade,Average
esege,K-Fall,9,96,91 - 101,90 - 102,39,K-Fall,Average
esege,K-Fall,10,98,93 - 103,92 - 104,45,K-Fall,Average
esege,K-Fall,11,100,95 - 105,94 - 106,50,K-Fall,Average
esege,K-Fall,12,102,97 - 107,96 - 108,55,K-Fall,Average
esege,K-Fall,13,104,99 - 109,98 - 110,61,K-Spring,Average
esege,K-Fall,14,106,101 - 111,100 - 112,66,K-Spring,Average
esege,K-Fall,15,108,103 - 113,102 - 114,70,K-Spring,Average
esege,K-Fall,16,110,105 - 115,104 - 116,75,K-Spring,Above Average
esege,K-Fall,17,113,108 - 118,107 - 119,81,1-Fall,Above Average
esege,K-Fall,18,116,111 - 121,110 - 122,86,1-Fall,Above Average
esege,K-Fall,19,119,114 - 124,113 - 125,90,1-Spring,Above Average
esege,K-Fall,20,122,117 - 127,116 - 128,93,1-Spring,Well Above Average
esege,K-Fall,21,126,121 - 130,120 - 130,96,2-Fall,Well Above Average
esege,K-Fall,22,130,125 - 130,124 - 130,98,2-Spring,Well Above Average
esege,K-Fall,23,130,125 - 130,124 - 130,98,> stop grade,Well Above Average
esege,K-Fall,24,130,125 - 130,124 - 130,98,> stop grade,Well Above Average
esege,K-Fall,25,130,125 - 130,124 - 130,98,> stop grade,Well Above Average
esege,K-Spring,0,73,68 - 78,67 - 79,4,< start grade,Well Below Average
esege,K-Spring,1,75,70 - 80,69 - 81,5,< start grade,Well Below Average
esege,K-Spring,2,77,72 - 82,71 - 83,6,< start grade,Well Below Average
esege,K-Spring,3,78,73 - 83,72 - 84,7,< start grade,Well Below Average
esege,K-Spring,4,80,75 - 85,74 - 86,9,< start grade,Below Average
esege,K-Spring,5,82,77 - 87,76 - 88,12,< start grade,Below Average
esege,K-Spring,6,83,78 - 88,77 - 89,13,< start grade,Below Average
esege,K-Spring,7,85,80 - 90,79 - 91,16,< start grade,Below Average
esege,K-Spring,8,87,82 - 92,81 - 93,19,< start grade,Below Average
esege,K-Spring,9,89,84 - 94,83 - 95,23,K-Fall,Below Average
esege,K-Spring,10,91,86 - 96,85 - 97,27,K-Fall,Average
esege,K-Spring,11,93,88 - 98,87 - 99,32,K-Fall,Average
esege,K-Spring,12,95,90 - 100,89 - 101,37,K-Fall,Average
esege,K-Spring,13,97,92 - 102,91 - 103,42,K-Spring,Average
esege,K-Spring,14,99,94 - 104,93 - 105,47,K-Spring,Average
esege,K-Spring,15,101,96 - 106,95 - 107,53,K-Spring,Average
esege,K-Spring,16,103,98 - 108,97 - 109,58,K-Spring,Average
esege,K-Spring,17,106,101 - 111,100 - 112,66,1-Fall,Average
esege,K-Spring,18,109,104 - 114,103 - 115,73,1-Fall,Average
esege,K-Spring,19,112,107 - 117,106 - 118,79,1-Spring,Above Average
esege,K-Spring,20,115,110 - 120,109 - 121,84,1-Spring,Above Average
esege,K-Spring,21,119,114 - 124,113 - 125,90,2-Fall,Above Average
esege,K-Spring,22,124,119 - 129,118 - 130,95,2-Spring,Well Above Average
esege,K-Spring,23,130,125 - 130,124 - 130,98,> stop grade,Well Above Average
esege,K-Spring,24,130,125 - 130,124 - 130,98,> stop grade,Well Above Average
esege,K-Spring,25,130,125 - 130,124 - 130,98,> stop grade,Well Above Average
esege,1-Fall,0,67,62 - 72,61 - 73,1,< start grade,Significantly Below Average
esege,1-Fall,1,68,63 - 73,62 - 74,2,< start grade,Significantly Below Average
